Sample	Top over-represented sequence	Sum of remaining over-represented sequences
Soil-P2S2-b_S119.ITS1.R1	20.076742171060776	51.231588067830145
Soil-P2S2-b_S119.ITS1.R2	7.222428518380989	37.33135289020922
Soil-P2S2-c_S125.ITS1.R1	30.14120323897477	44.18122197684541
Soil-P2S2-c_S125.ITS1.R2	9.415779963862677	36.378237301746644
Soil-P2S3-a_S131.ITS1.R1	20.16302501981207	52.73406543643149
Soil-P2S3-a_S131.ITS1.R2	15.425110381523833	31.823842409147563
Soil-P2S3-b_S137.ITS1.R1	18.541818794585183	52.71021737909348
Soil-P2S3-b_S137.ITS1.R2	5.796775824299275	38.80244902544513
Soil-P2S3-c_S143.ITS1.R1	18.873905025357306	53.41171046565238
Soil-P2S3-c_S143.ITS1.R2	5.670816044260028	38.62955278930383
Soil-P2S4-a_S149.ITS1.R1	15.819487854362011	56.15506936447879
Soil-P2S4-a_S149.ITS1.R2	10.64868125239897	35.992761967428834
Soil-P2S4-b_S155.ITS1.R1	32.136779408636464	41.46458200382899
Soil-P2S4-b_S155.ITS1.R2	9.811742182514358	35.359497979153346
Soil-P2S4-c_S160.ITS1.R1	13.96119261713204	58.864174159962175
Soil-P2S4-c_S160.ITS1.R2	8.831045906294369	38.29626123994321
Soil-P3S1-a_S96.ITS1.R1	25.14256748194145	48.56798884805467
Soil-P3S1-a_S96.ITS1.R2	5.816753263211253	38.347484475985304
Soil-P3S1-b_S102.ITS1.R1	23.708520724443904	47.70268627689323
Soil-P3S1-b_S102.ITS1.R2	6.411814756290264	40.30023094688221
Soil-P3S1-c_S108.ITS1.R1	21.152383737935068	49.084527639660635
Soil-P3S1-c_S108.ITS1.R2	7.2945305644925424	39.36823632641123
Soil-P3S2-a_S114.ITS1.R1	35.99302235430934	37.47900245509748
Soil-P3S2-a_S114.ITS1.R2	10.8799586509885	38.77115906447859
Soil-P3S2-b_S120.ITS1.R1	37.18323017634007	36.82704659581922
Soil-P3S2-b_S120.ITS1.R2	12.717505547121336	38.54373467242788
Soil-P3S2-c_S126.ITS1.R1	37.36787831915442	36.942510956432066
Soil-P3S2-c_S126.ITS1.R2	6.722093323021397	40.69992266047952
Soil-P3S3-a_S132.ITS1.R1	30.647043897487947	42.7353463587922
Soil-P3S3-a_S132.ITS1.R2	11.996955087541233	36.4780512560264
Soil-P3S3-b_S138.ITS1.R1	31.873052959501557	42.791082554517125
Soil-P3S3-b_S138.ITS1.R2	7.281931464174455	40.27453271028037
Soil-P3S3-c_S144.ITS1.R1	9.467377707551519	54.684311014550005
Soil-P3S3-c_S144.ITS1.R2	4.542761208769504	37.948515372967265
Soil-P3S4-a_S150.ITS1.R1	23.552005852944763	44.85428606267534
Soil-P3S4-a_S150.ITS1.R2	5.670040238995244	38.09291549810999
Soil-P3S4-b_S156.ITS1.R1	27.87660156735912	44.30277397686275
Soil-P3S4-b_S156.ITS1.R2	6.9287224779201395	39.90546087821869
Soil-P3S4-c_S161.ITS1.R1	24.934548120222015	46.71169755995392
Soil-P3S4-c_S161.ITS1.R2	6.482354173211855	38.469996858309784
Soil-P3S5-a_S97.ITS1.R1	16.955198824887212	50.92854894554612
Soil-P3S5-a_S97.ITS1.R2	10.544538873150772	29.587661315706654
Soil-P3S5-b_S103.ITS1.R1	14.127312421004252	55.72790991612091
Soil-P3S5-b_S103.ITS1.R2	7.566356428817649	37.44685740549237
Soil-P3S5-c_S109.ITS1.R1	14.87749740331154	53.55899065192156
Soil-P3S5-c_S109.ITS1.R2	6.531435204985642	38.57151585507422
Soil-P4S1-a_S115.ITS1.R1	18.53995396251233	52.28543242354489
Soil-P4S1-a_S115.ITS1.R2	13.324564288063137	32.26570207168692
Soil-P4S1-b_S121.ITS1.R1	25.8368603308965	45.36360138514816
Soil-P4S1-b_S121.ITS1.R2	19.257406694882647	27.90816980890086
Soil-P4S1-c_S127.ITS1.R1	16.21382535068874	53.304688487299245
Soil-P4S1-c_S127.ITS1.R2	11.961329457854164	33.95046126627064
Soil-P4S2-a_S133.ITS1.R1	18.213201595143147	52.79447651925477
Soil-P4S2-a_S133.ITS1.R2	12.892089756562108	35.420510683887855
Soil-P4S2-b_S139.ITS1.R1	12.798922196025597	55.85494554844499
Soil-P4S2-b_S139.ITS1.R2	7.819692376782306	34.63567980240259
Soil-P4S2-c_S145.ITS1.R1	16.80321016552416	52.88413308811241
Soil-P4S2-c_S145.ITS1.R2	12.467257426294378	31.29911386055846
Soil-P4S3-a_S151.ITS1.R1	16.26861136432695	52.889699179580695
Soil-P4S3-a_S151.ITS1.R2	7.991491947736249	37.11941659070188
Soil-P4S3-b_S157.ITS1.R1	15.772923802571734	52.714919422763735
Soil-P4S3-b_S157.ITS1.R2	8.422707619742827	37.054298388455294
Soil-P4S3-c_S162.ITS1.R1	18.15136972605479	51.16976604679065
Soil-P4S3-c_S162.ITS1.R2	7.283543291341732	38.58228354329134
Soil-P4S4-a_S98.ITS1.R1	19.966508512419757	50.58331007535582
Soil-P4S4-a_S98.ITS1.R2	8.813843148199831	32.58721741557354
Soil-P4S4-b_S104.ITS1.R1	22.20424203895278	47.459978038490405
Soil-P4S4-b_S104.ITS1.R2	9.246951395711726	35.774143212159736
Soil-P4S4-c_S110.ITS1.R1	19.516497876510943	49.36948709572033
Soil-P4S4-c_S110.ITS1.R2	14.001960143743874	30.506370467167606
Soil-P5S1-a_S116.ITS1.R1	14.48711405970911	55.67746874202605
Soil-P5S1-a_S116.ITS1.R2	11.922684358254656	33.45241132942075
Soil-P5S1-b_S122.ITS1.R1	16.062475896644813	53.38089728756913
Soil-P5S1-b_S122.ITS1.R2	13.18292839696619	30.749453657282423
Soil-P5S1-c_S128.ITS1.R1	14.387769681383055	53.236176596656655
Soil-P5S1-c_S128.ITS1.R2	8.61551650235748	34.490641520217174
Soil-P5S2-a_S134.ITS1.R1	19.041797648154617	51.269065083246005
Soil-P5S2-a_S134.ITS1.R2	15.764349749679823	31.85469786936776
Soil-P5S2-b_S140.ITS1.R1	15.48997707365822	52.066310034683355
Soil-P5S2-b_S140.ITS1.R2	7.48339309858327	37.01722414908005
Soil-P5S2-c_S146.ITS1.R1	15.880494110887675	52.617064062051064
Soil-P5S2-c_S146.ITS1.R2	9.652398735995403	35.57023843723068
Soil-P6S1-a_S152.ITS1.R1	12.511848341232227	54.136763710223434
Soil-P6S1-a_S152.ITS1.R2	3.6966824644549763	38.524035206499654
Soil-P6S1-b_S158.ITS1.R1	16.893969782056427	51.62454873646209
Soil-P6S1-b_S158.ITS1.R2	5.629094798769889	33.65423184917773
Soil-P6S1-c_S163.ITS1.R1	15.730171949248028	51.56028021358942
Soil-P6S1-c_S163.ITS1.R2	5.182971635722334	35.790917552540044
Soil-P6S2-a_S99.ITS1.R1	15.5532982791587	55.86759082217972
Soil-P6S2-a_S99.ITS1.R2	7.839388145315487	35.127868068833635
Soil-P6S2-b_S105.ITS1.R1	16.98301113063855	52.09724663151731
Soil-P6S2-b_S105.ITS1.R2	10.562390158172231	34.67486818980667
Soil-P6S2-c_S111.ITS1.R1	15.77549451317537	52.771370657719984
Soil-P6S2-c_S111.ITS1.R2	12.329628853009018	34.626406654085415
Soil-P6S3-a_S117.ITS1.R1	23.155700006132335	46.6732078248605
Soil-P6S3-a_S117.ITS1.R2	6.678113693505856	36.92279389219352
Soil-P6S3-b_S123.ITS1.R1	21.86053240740741	48.02517361111116
Soil-P6S3-b_S123.ITS1.R2	7.356770833333333	38.17274305555553
Soil-P6S3-c_S129.ITS1.R1	21.366863905325445	47.9585798816569
Soil-P6S3-c_S129.ITS1.R2	6.615384615384616	37.14201183431948
Soil-P7S1-a_S135.ITS1.R1	15.318315377081293	55.77375122428991
Soil-P7S1-a_S135.ITS1.R2	11.841332027424095	33.775710088148884
Soil-P7S1-b_S141.ITS1.R1	26.39047184864372	45.121951219512134
Soil-P7S1-b_S141.ITS1.R2	6.399589696831548	39.34921358559387
Soil-P7S1-c_S147.ITS1.R1	18.819878835640054	52.43560065015019
Soil-P7S1-c_S147.ITS1.R2	13.03748214549574	34.37423040929913
Soil-P7S2-a_S153.ITS1.R1	19.22624301265078	49.1247425713445
Soil-P7S2-a_S153.ITS1.R2	6.281259193880554	35.54721977052074
Soil-P7S2-b_S159.ITS1.R1	18.787841722218822	49.43428536480943
Soil-P7S2-b_S159.ITS1.R2	4.226041220720445	36.10176747599534
Soil-P7S2-c_S164.ITS1.R1	23.124938075894182	45.278906172594915
Soil-P7S2-c_S164.ITS1.R2	4.577429901912216	36.36183493510352
Soil-P7S3-a_S100.ITS1.R1	21.09079191170547	49.971803754128814
Soil-P7S3-a_S100.ITS1.R2	12.62386208007734	26.496415048739223
Soil-P7S3-b_S106.ITS1.R1	15.94360931536724	54.88745229379235
Soil-P7S3-b_S106.ITS1.R2	10.483682529792041	33.38266220110599
Soil-P7S3-c_S112.ITS1.R1	17.46544605995333	51.020163944235016
Soil-P7S3-c_S112.ITS1.R2	4.834559923412912	37.880691677137555
Soil-P7S4-a_S118.ITS1.R1	13.97949098097356	55.50407709414383
Soil-P7S4-a_S118.ITS1.R2	6.399802322708179	36.737089201877936
Soil-P7S4-b_S124.ITS1.R1	24.209475202485297	47.44258293575943
Soil-P7S4-b_S124.ITS1.R2	16.33751248197049	31.343614778653045
Soil-P7S4-c_S130.ITS1.R1	17.23658051689861	51.82405566600396
Soil-P7S4-c_S130.ITS1.R2	6.237574552683896	35.11431411530817
