Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
Germ-P4S1-Colza-b_S206.ITS1.R1	Germ-P4S1-Colza-b_S206.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	12724.0	0.0	227-231	46.0	14.649481295190192	228.9551241747878	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P4S1-Colza-b_S206.ITS1.R2	Germ-P4S1-Colza-b_S206.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	12724.0	0.0	230-233	46.0	36.5293932725558	231.00353662370324	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P4S1-Colza-c_S207.ITS1.R1	Germ-P4S1-Colza-c_S207.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	13406.0	0.0	227-231	44.0	14.426376249440548	228.9572579442041	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P4S1-Colza-c_S207.ITS1.R2	Germ-P4S1-Colza-c_S207.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	13406.0	0.0	230-233	44.0	34.82768909443533	231.00141727584665	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P4S1-Colza-myro-a_S208.ITS1.R1	Germ-P4S1-Colza-myro-a_S208.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	6811.0	0.0	227-231	45.0	18.528850389076492	228.9531639994127	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P4S1-Colza-myro-a_S208.ITS1.R2	Germ-P4S1-Colza-myro-a_S208.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	6811.0	0.0	229-233	46.0	46.45426515930113	231.0029364263691	pass	fail	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P4S1-Colza-myro-b_S209.ITS1.R1	Germ-P4S1-Colza-myro-b_S209.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	9224.0	0.0	227-231	46.0	15.709019947961838	228.95999566348655	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P4S1-Colza-myro-b_S209.ITS1.R2	Germ-P4S1-Colza-myro-b_S209.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	9224.0	0.0	229-233	46.0	42.16175195143105	231.00411968777104	pass	fail	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P4S1-Colza-myro-c_S210.ITS1.R1	Germ-P4S1-Colza-myro-c_S210.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	11769.0	0.0	227-231	45.0	14.393746282606848	228.95607103407255	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P4S1-Colza-myro-c_S210.ITS1.R2	Germ-P4S1-Colza-myro-c_S210.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	11769.0	0.0	229-233	45.0	37.02948423825303	231.00195428668536	pass	fail	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P4S1-GR24-a_S181.ITS1.R1	Germ-P4S1-GR24-a_S181.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	14738.0	0.0	227-231	45.0	14.778124575926178	228.9555570633736	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P4S1-GR24-a_S181.ITS1.R2	Germ-P4S1-GR24-a_S181.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	14738.0	0.0	230-233	45.0	41.39639028362057	231.00420681232188	pass	fail	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P4S1-GR24-b_S182.ITS1.R1	Germ-P4S1-GR24-b_S182.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	17869.0	0.0	227-231	44.0	13.934747327774359	228.9576920924506	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P4S1-GR24-b_S182.ITS1.R2	Germ-P4S1-GR24-b_S182.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	17869.0	0.0	229-233	43.0	37.8308802954838	231.00346969612178	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P4S1-GR24-c_S183.ITS1.R1	Germ-P4S1-GR24-c_S183.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	12908.0	0.0	227-231	45.0	15.990083669042454	228.95405949798575	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P4S1-GR24-c_S183.ITS1.R2	Germ-P4S1-GR24-c_S183.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	12908.0	0.0	229-233	46.0	41.12178493957236	231.0012395413697	pass	fail	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P4S1-Tabac-a_S232.ITS1.R1	Germ-P4S1-Tabac-a_S232.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	13352.0	0.0	227-231	45.0	15.450868783702814	228.9509436788496	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P4S1-Tabac-a_S232.ITS1.R2	Germ-P4S1-Tabac-a_S232.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	13352.0	0.0	229-233	45.0	39.91911324146195	231.00217195925703	pass	fail	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P4S1-Tabac-b_S233.ITS1.R1	Germ-P4S1-Tabac-b_S233.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	12157.0	0.0	227-231	45.0	16.49255572920951	228.95689726083737	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P4S1-Tabac-b_S233.ITS1.R2	Germ-P4S1-Tabac-b_S233.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	12157.0	0.0	230-233	45.0	41.120342189684955	231.00106934276548	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P4S1-Tabac-c_S234.ITS1.R1	Germ-P4S1-Tabac-c_S234.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	11805.0	0.0	227-231	45.0	15.90851334180432	228.95213892418468	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P4S1-Tabac-c_S234.ITS1.R2	Germ-P4S1-Tabac-c_S234.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	11805.0	0.0	229-233	45.0	39.364675984752225	231.00059296908088	pass	fail	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P6S1-ACN-a_S184.ITS1.R1	Germ-P6S1-ACN-a_S184.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	19836.0	0.0	227-231	47.0	11.811857229280097	228.95367009477718	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P6S1-ACN-a_S184.ITS1.R2	Germ-P6S1-ACN-a_S184.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	19836.0	0.0	230-233	46.0	29.86993345432547	231.00065537406735	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P6S1-ACN-b_S185.ITS1.R1	Germ-P6S1-ACN-b_S185.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	17034.0	0.0	227-231	46.0	14.048373840554184	228.95409181636725	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P6S1-ACN-b_S185.ITS1.R2	Germ-P6S1-ACN-b_S185.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	17034.0	0.0	229-233	44.0	35.78724903134906	231.00164377128095	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P6S1-ACN-c_S186.ITS1.R1	Germ-P6S1-ACN-c_S186.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	15667.0	0.0	227-231	46.0	13.729495117125168	228.95532009957236	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P6S1-ACN-c_S186.ITS1.R2	Germ-P6S1-ACN-c_S186.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	15667.0	0.0	229-233	44.0	35.32265270951682	231.00223399502138	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P6S1-Chanvre-a_S235.ITS1.R1	Germ-P6S1-Chanvre-a_S235.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	12626.0	0.0	227-231	46.0	15.895770632029146	228.94527166165057	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P6S1-Chanvre-a_S235.ITS1.R2	Germ-P6S1-Chanvre-a_S235.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	12626.0	0.0	229-233	46.0	42.816410581340094	231.0026928560114	pass	fail	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P6S1-Chanvre-b_S236.ITS1.R1	Germ-P6S1-Chanvre-b_S236.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	17095.0	0.0	227-231	47.0	12.641123135419713	228.95618601930389	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P6S1-Chanvre-b_S236.ITS1.R2	Germ-P6S1-Chanvre-b_S236.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	17095.0	0.0	230-233	46.0	33.77595788242176	231.00169640245687	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P6S1-Chanvre-c_S237.ITS1.R1	Germ-P6S1-Chanvre-c_S237.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	10376.0	0.0	227-231	47.0	15.063608326908252	228.9502698535081	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P6S1-Chanvre-c_S237.ITS1.R2	Germ-P6S1-Chanvre-c_S237.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	10376.0	0.0	229-233	47.0	40.641865844255975	231.0033731688512	pass	fail	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P6S1-Colza-a_S211.ITS1.R1	Germ-P6S1-Colza-a_S211.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	14925.0	0.0	227-231	46.0	15.296482412060303	228.95685092127303	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P6S1-Colza-a_S211.ITS1.R2	Germ-P6S1-Colza-a_S211.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	14925.0	0.0	193-233	44.0	38.29145728643216	230.9991959798995	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P6S1-Colza-b_S212.ITS1.R1	Germ-P6S1-Colza-b_S212.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	12674.0	0.0	227-231	47.0	14.983430645415813	228.95179106832887	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P6S1-Colza-b_S212.ITS1.R2	Germ-P6S1-Colza-b_S212.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	12674.0	0.0	229-233	46.0	40.61069906896007	231.0025248540319	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P6S1-Colza-c_S213.ITS1.R1	Germ-P6S1-Colza-c_S213.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	16385.0	0.0	227-231	46.0	12.694537686908758	228.9594140982606	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P6S1-Colza-c_S213.ITS1.R2	Germ-P6S1-Colza-c_S213.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	16385.0	0.0	229-233	45.0	33.45743057674703	231.0018309429356	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P6S1-Colza-myro-a_S214.ITS1.R1	Germ-P6S1-Colza-myro-a_S214.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	13430.0	0.0	227-231	43.0	15.323901712583767	228.9565897244974	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P6S1-Colza-myro-a_S214.ITS1.R2	Germ-P6S1-Colza-myro-a_S214.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	13430.0	0.0	229-233	42.0	37.356664184661206	231.00215934475057	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P6S1-Colza-myro-b_S215.ITS1.R1	Germ-P6S1-Colza-myro-b_S215.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	11751.0	0.0	227-231	46.0	16.00714832780189	228.95642924006467	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P6S1-Colza-myro-b_S215.ITS1.R2	Germ-P6S1-Colza-myro-b_S215.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	11751.0	0.0	229-232	45.0	40.345502510424645	231.00127648710748	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P6S1-Colza-myro-c_S216.ITS1.R1	Germ-P6S1-Colza-myro-c_S216.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	16414.0	0.0	227-231	45.0	14.170829779456561	228.95656147191423	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P6S1-Colza-myro-c_S216.ITS1.R2	Germ-P6S1-Colza-myro-c_S216.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	16414.0	0.0	229-232	43.0	34.2938954550993	231.00207140246133	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P6S1-GR24-a_S187.ITS1.R1	Germ-P6S1-GR24-a_S187.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	9581.0	0.0	227-231	46.0	15.102807640121075	228.94875273979753	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P6S1-GR24-a_S187.ITS1.R2	Germ-P6S1-GR24-a_S187.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	9581.0	0.0	229-233	46.0	41.269178582611424	231.00240058449015	pass	fail	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P6S1-GR24-b_S188.ITS1.R1	Germ-P6S1-GR24-b_S188.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	17335.0	0.0	227-231	45.0	12.598788578021344	228.95852321892124	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P6S1-GR24-b_S188.ITS1.R2	Germ-P6S1-GR24-b_S188.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	17335.0	0.0	230-233	44.0	33.331410441303724	231.00201903663108	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P6S1-GR24-c_S189.ITS1.R1	Germ-P6S1-GR24-c_S189.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	12523.0	0.0	227-231	47.0	14.054140381697678	228.95352551305598	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P6S1-GR24-c_S189.ITS1.R2	Germ-P6S1-GR24-c_S189.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	12523.0	0.0	229-233	47.0	36.19739678990657	231.00151720833665	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P6S1-Tabac-a_S238.ITS1.R1	Germ-P6S1-Tabac-a_S238.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	11602.0	0.0	227-231	45.0	17.00568867436649	228.95440441303222	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P6S1-Tabac-a_S238.ITS1.R2	Germ-P6S1-Tabac-a_S238.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	11602.0	0.0	193-233	43.0	39.87243578693329	230.99887950353389	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P6S1-Tabac-b_S239.ITS1.R1	Germ-P6S1-Tabac-b_S239.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	8824.0	0.0	227-231	45.0	17.282411604714415	228.9527425203989	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P6S1-Tabac-b_S239.ITS1.R2	Germ-P6S1-Tabac-b_S239.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	8824.0	0.0	229-232	44.0	43.92565729827743	231.0040797824116	pass	fail	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P6S1-Tabac-c_S240.ITS1.R1	Germ-P6S1-Tabac-c_S240.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	11391.0	0.0	227-231	45.0	15.740496883504521	228.9530330963041	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Germ-P6S1-Tabac-c_S240.ITS1.R2	Germ-P6S1-Tabac-c_S240.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	11391.0	0.0	229-233	45.0	40.39153717847424	231.00035115442014	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-Control-a_S80.ITS1.R1	Seed-Control-a_S80.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	24391.0	0.0	227-231	47.0	13.980566602435324	228.951088516256	pass	fail	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-Control-a_S80.ITS1.R2	Seed-Control-a_S80.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	24391.0	0.0	229-233	47.0	33.56155959165265	231.01967938993891	pass	fail	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-H2O-a_S8.ITS1.R1	Seed-H2O-a_S8.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	13327.0	0.0	227-231	49.0	16.380280633300817	228.95745479102573	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-H2O-a_S8.ITS1.R2	Seed-H2O-a_S8.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	13327.0	0.0	229-233	48.0	39.66384032415397	231.02206047872738	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-H2O-b_S16.ITS1.R1	Seed-H2O-b_S16.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	16590.0	0.0	227-231	48.0	18.239903556359252	228.93918022905365	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-H2O-b_S16.ITS1.R2	Seed-H2O-b_S16.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	16590.0	0.0	229-233	47.0	40.27727546714889	231.01416515973477	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-H2O-c_S24.ITS1.R1	Seed-H2O-c_S24.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	15766.0	0.0	227-232	48.0	19.745020931117597	228.94431054167194	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-H2O-c_S24.ITS1.R2	Seed-H2O-c_S24.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	15766.0	0.0	229-233	47.0	41.68463782823798	231.0179500190283	pass	fail	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-Mock-a_S79.ITS1.R1	Seed-Mock-a_S79.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	12034.0	0.0	227-231	41.0	9.822170516868873	228.95288349675917	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-Mock-a_S79.ITS1.R2	Seed-Mock-a_S79.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	12034.0	0.0	229-233	40.0	36.52152235333222	231.00415489446567	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P1S1-a_S1.ITS1.R1	Seed-P1S1-a_S1.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	24293.0	0.0	227-231	49.0	12.501543654550693	228.95723047791546	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P1S1-a_S1.ITS1.R2	Seed-P1S1-a_S1.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	24293.0	0.0	230-233	48.0	35.81690198822706	231.00193471370355	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P1S1-b_S9.ITS1.R1	Seed-P1S1-b_S9.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	18860.0	0.0	227-231	49.0	13.934252386002122	228.9558854718982	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P1S1-b_S9.ITS1.R2	Seed-P1S1-b_S9.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	18860.0	0.0	230-233	48.0	34.96818663838812	231.0010074231177	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P1S1-c_S17.ITS1.R1	Seed-P1S1-c_S17.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	22742.0	0.0	227-231	49.0	13.393720868876969	228.95725969571717	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P1S1-c_S17.ITS1.R2	Seed-P1S1-c_S17.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	22742.0	0.0	227-233	48.0	35.251956732037634	231.0014510597133	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P1S2-a_S25.ITS1.R1	Seed-P1S2-a_S25.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	19112.0	0.0	227-231	49.0	13.583089158643785	228.95348472164085	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P1S2-a_S25.ITS1.R2	Seed-P1S2-a_S25.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	19112.0	0.0	230-233	48.0	34.601297614064464	231.00219757220594	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P1S2-b_S33.ITS1.R1	Seed-P1S2-b_S33.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	18492.0	0.0	227-231	49.0	13.74648496647199	228.95992861778066	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P1S2-b_S33.ITS1.R2	Seed-P1S2-b_S33.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	18492.0	0.0	230-233	48.0	35.55050832792559	231.00075708414448	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P1S2-c_S41.ITS1.R1	Seed-P1S2-c_S41.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	18109.0	0.0	227-231	49.0	14.318846982163565	228.9563200618477	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P1S2-c_S41.ITS1.R2	Seed-P1S2-c_S41.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	18109.0	0.0	195-233	48.0	36.50670937103098	230.9994477883925	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P1S3-a_S49.ITS1.R1	Seed-P1S3-a_S49.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	19633.0	0.0	227-231	49.0	12.71328885040493	228.95655274283095	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P1S3-a_S49.ITS1.R2	Seed-P1S3-a_S49.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	19633.0	0.0	230-233	48.0	33.627056486527785	231.00203738603372	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P1S3-b_S57.ITS1.R1	Seed-P1S3-b_S57.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	25672.0	0.0	185-231	49.0	11.822218759738236	228.95590526643815	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P1S3-b_S57.ITS1.R2	Seed-P1S3-b_S57.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	25672.0	0.0	229-233	48.0	32.89965721408539	231.00097382362105	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P1S3-c_S65.ITS1.R1	Seed-P1S3-c_S65.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	29531.0	0.0	227-231	49.0	11.337238833767906	228.95618163963292	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P1S3-c_S65.ITS1.R2	Seed-P1S3-c_S65.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	29531.0	0.0	230-233	48.0	33.20578375266669	231.00148995970335	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P1S4-a_S73.ITS1.R1	Seed-P1S4-a_S73.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	21409.0	0.0	227-231	49.0	13.13466299219954	228.95576626652343	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P1S4-a_S73.ITS1.R2	Seed-P1S4-a_S73.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	21409.0	0.0	230-233	48.0	34.05577093745621	231.00116773319633	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P1S4-b_S81.ITS1.R1	Seed-P1S4-b_S81.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	22396.0	0.0	227-231	49.0	13.17646008215753	228.95445615288443	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P1S4-b_S81.ITS1.R2	Seed-P1S4-b_S81.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	22396.0	0.0	230-233	48.0	35.06429719592784	231.00174138238972	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P1S4-c_S88.ITS1.R1	Seed-P1S4-c_S88.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	20944.0	0.0	227-231	48.0	13.431054239877769	228.9572192513369	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P1S4-c_S88.ITS1.R2	Seed-P1S4-c_S88.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	20944.0	0.0	229-233	48.0	35.542398777692895	230.99971352177235	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P2S1-a_S2.ITS1.R1	Seed-P2S1-a_S2.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	20627.0	0.0	227-231	49.0	12.866631114558588	228.95694962912688	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P2S1-a_S2.ITS1.R2	Seed-P2S1-a_S2.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	20627.0	0.0	229-233	48.0	36.46191884423329	231.00135744412663	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P2S1-b_S10.ITS1.R1	Seed-P2S1-b_S10.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	17045.0	0.0	227-231	49.0	13.880903490759753	228.95552948078617	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P2S1-b_S10.ITS1.R2	Seed-P2S1-b_S10.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	17045.0	0.0	229-233	48.0	33.863303021413905	231.0008800234673	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P2S1-c_S18.ITS1.R1	Seed-P2S1-c_S18.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	20610.0	0.0	227-231	49.0	12.717127607957302	228.95919456574478	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P2S1-c_S18.ITS1.R2	Seed-P2S1-c_S18.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	20610.0	0.0	230-233	48.0	34.46870451237263	231.0011159631247	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
