index,D_0__Archaea;D_1__Euryarchaeota,D_0__Archaea;D_1__Nanoarchaeaeota,D_0__Archaea;D_1__Thaumarchaeota,D_0__Bacteria;D_1__Acidobacteria,D_0__Bacteria;D_1__Actinobacteria,D_0__Bacteria;D_1__Armatimonadetes,D_0__Bacteria;D_1__BRC1,D_0__Bacteria;D_1__Bacteroidetes,D_0__Bacteria;D_1__Chlamydiae,D_0__Bacteria;D_1__Chloroflexi,D_0__Bacteria;D_1__Cyanobacteria,D_0__Bacteria;D_1__Deinococcus-Thermus,D_0__Bacteria;D_1__Dependentiae,D_0__Bacteria;D_1__Elusimicrobia,D_0__Bacteria;D_1__Entotheonellaeota,D_0__Bacteria;D_1__FBP,D_0__Bacteria;D_1__Fibrobacteres,D_0__Bacteria;D_1__Firmicutes,D_0__Bacteria;D_1__Gemmatimonadetes,D_0__Bacteria;D_1__Hydrogenedentes,D_0__Bacteria;D_1__Kiritimatiellaeota,D_0__Bacteria;D_1__Latescibacteria,D_0__Bacteria;D_1__Nitrospirae,D_0__Bacteria;D_1__Omnitrophicaeota,D_0__Bacteria;D_1__Patescibacteria,D_0__Bacteria;D_1__Planctomycetes,D_0__Bacteria;D_1__Proteobacteria,D_0__Bacteria;D_1__Rokubacteria,D_0__Bacteria;D_1__Tenericutes,D_0__Bacteria;D_1__Verrucomicrobia,D_0__Bacteria;D_1__WPS-2,D_0__Bacteria;D_1__WS2,D_0__Bacteria;__,D_0__Eukaryota;__,Unassigned;__,Category,sample,host,plot,MLG
Soil_P3S1_c,0.0,0.0,30.0,4278.0,348.0,0.0,8.0,1118.0,0.0,174.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,872.0,0.0,0.0,0.0,100.0,0.0,8.0,107.0,4684.0,33.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,Soil,P3S1,tobacco,P3,MLG6
Seed_P4S4_a,0.0,0.0,0.0,0.0,227.0,0.0,0.0,770.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,Seed,P4S4,tobacco,P4,MLG4
Seed_PBS_b,0.0,0.0,0.0,0.0,8.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9942.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,PBS,NA,NA,NA
Soil_P5S2_c,0.0,0.0,8.0,1281.0,234.0,6.0,0.0,1085.0,0.0,54.0,7.0,0.0,0.0,11.0,0.0,0.0,0.0,22.0,797.0,0.0,0.0,34.0,29.0,0.0,0.0,151.0,8384.0,48.0,0.0,279.0,0.0,0.0,0.0,0.0,0.0,Soil,P5S2,tobacco,P5,MLG9
Seed_P2S1_c,0.0,0.0,0.0,0.0,249.0,0.0,0.0,1588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P2S1,oIlseed_rape,P2,MLG15
Seed_P7S4_b,0.0,0.0,3.0,0.0,47.0,0.0,0.0,1703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6512.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,Seed,P7S4,hemp,P7,MLG14
Soil_P3S5_a,65.0,3.0,36.0,3460.0,333.0,14.0,0.0,1563.0,0.0,96.0,11.0,0.0,0.0,0.0,0.0,0.0,7.0,33.0,1146.0,0.0,0.0,46.0,48.0,0.0,0.0,238.0,5166.0,0.0,0.0,501.0,0.0,0.0,0.0,0.0,0.0,Soil,P3S5,tobacco,P3,MLG5
Germ_P2S2_Tabac_c,0.0,0.0,0.0,0.0,41.0,0.0,0.0,2047.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7144.0,0.0,0.0,257.0,0.0,0.0,0.0,0.0,0.0,Germ,P2S2,oIlseed_rape,P2,MLG17
Germ_P6S1_Colza_a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,0.0,0.0,31.0,0.0,29.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9330.0,0.0,0.0,405.0,0.0,0.0,0.0,0.0,0.0,Germ,P6S1,hemp,P6,MLG12
Seed_P3S2_b,0.0,0.0,0.0,4.0,182.0,0.0,0.0,1920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P3S2,tobacco,P3,MLG7
Seed_P7S3_a,0.0,0.0,0.0,0.0,31.0,0.0,0.0,2233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6697.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P7S3,hemp,P7,MLG14
Germ_P3S2_GR24_a,0.0,0.0,0.0,0.0,0.0,46.0,0.0,2161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5917.0,0.0,0.0,348.0,0.0,0.0,0.0,0.0,0.0,Germ,P3S2,tobacco,P3,MLG7
Soil_P2S2_c,0.0,0.0,65.0,2231.0,96.0,25.0,0.0,1729.0,0.0,55.0,45.0,0.0,0.0,27.0,0.0,0.0,12.0,0.0,218.0,0.0,0.0,5.0,54.0,0.0,0.0,85.0,3784.0,0.0,0.0,448.0,0.0,0.0,0.0,0.0,0.0,Soil,P2S2,oIlseed_rape,P2,MLG17
Soil_P4S4_c,0.0,0.0,0.0,1905.0,91.0,42.0,0.0,858.0,0.0,90.0,8.0,0.0,12.0,0.0,0.0,0.0,0.0,13.0,598.0,0.0,0.0,27.0,18.0,0.0,0.0,291.0,5215.0,65.0,0.0,322.0,0.0,0.0,0.0,0.0,0.0,Soil,P4S4,tobacco,P4,MLG4
Soil_P3S1_a,12.0,0.0,65.0,3980.0,395.0,14.0,0.0,1274.0,0.0,171.0,103.0,0.0,0.0,0.0,0.0,8.0,0.0,62.0,856.0,0.0,0.0,14.0,83.0,0.0,10.0,32.0,4121.0,24.0,0.0,393.0,0.0,0.0,0.0,0.0,0.0,Soil,P3S1,tobacco,P3,MLG6
Seed_P5S1_b,0.0,0.0,0.0,0.0,341.0,0.0,0.0,1379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P5S1,tobacco,P5,MLG8
Soil_P3S2_a,0.0,0.0,49.0,4201.0,274.0,0.0,9.0,1287.0,0.0,40.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,40.0,679.0,0.0,0.0,0.0,102.0,0.0,11.0,139.0,4530.0,0.0,0.0,399.0,0.0,0.0,0.0,0.0,0.0,Soil,P3S2,tobacco,P3,MLG7
Germ_P4S1_Chanvre_c,0.0,0.0,0.0,0.0,16.0,19.0,0.0,916.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8398.0,0.0,0.0,202.0,0.0,0.0,7.0,0.0,0.0,Germ,P4S1,tobacco,P4,MLG1
Soil_P6S1_b,0.0,0.0,17.0,1207.0,415.0,81.0,0.0,729.0,0.0,68.0,73.0,0.0,0.0,0.0,3.0,0.0,14.0,61.0,937.0,0.0,0.0,9.0,52.0,0.0,0.0,143.0,6880.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,Soil,P6S1,hemp,P6,MLG12
Germ_P2S2_Colza_a,0.0,0.0,0.0,0.0,69.0,28.0,0.0,2195.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,7213.0,0.0,0.0,174.0,0.0,0.0,9.0,3.0,0.0,Germ,P2S2,oIlseed_rape,P2,MLG17
Germ_P3S2_Colza_myro_b,0.0,0.0,0.0,0.0,0.0,31.0,0.0,1797.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7269.0,0.0,0.0,682.0,0.0,0.0,15.0,0.0,0.0,Germ,P3S2,tobacco,P3,MLG7
Soil_P5S1_b,13.0,0.0,0.0,1193.0,165.0,26.0,0.0,1341.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.0,0.0,0.0,17.0,33.0,0.0,0.0,161.0,6770.0,45.0,0.0,136.0,8.0,0.0,0.0,0.0,0.0,Soil,P5S1,tobacco,P5,MLG8
Seed_P7S1_a,0.0,0.0,0.0,0.0,137.0,0.0,0.0,2332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P7S1,hemp,P7,MLG13
Seed_P3S2_c,0.0,0.0,0.0,0.0,205.0,0.0,0.0,1756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6751.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P3S2,tobacco,P3,MLG7
Germ_P2S2_Colza_myro_a,0.0,0.0,0.0,0.0,29.0,54.0,0.0,1593.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,14.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,7795.0,0.0,0.0,184.0,0.0,0.0,16.0,0.0,6.0,Germ,P2S2,oIlseed_rape,P2,MLG17
Germ_P4S1_GR24_b,0.0,0.0,0.0,0.0,17.0,123.0,0.0,1701.0,40.0,0.0,6.0,0.0,15.0,0.0,0.0,3.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,8609.0,0.0,0.0,1070.0,0.0,0.0,0.0,0.0,0.0,Germ,P4S1,tobacco,P4,MLG1
Soil_P5S2_b,0.0,0.0,7.0,1663.0,176.0,0.0,4.0,768.0,0.0,72.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,888.0,0.0,0.0,9.0,15.0,0.0,0.0,159.0,7824.0,0.0,0.0,300.0,6.0,0.0,5.0,0.0,0.0,Soil,P5S2,tobacco,P5,MLG9
Soil_P6S2_a,0.0,0.0,26.0,1837.0,218.0,110.0,0.0,1180.0,0.0,58.0,30.0,0.0,0.0,23.0,0.0,0.0,0.0,3.0,870.0,0.0,0.0,18.0,51.0,0.0,11.0,120.0,6213.0,118.0,0.0,373.0,0.0,0.0,0.0,0.0,0.0,Soil,P6S2,hemp,P6,MLG11
Germ_P6S1_GR24_c,0.0,0.0,0.0,0.0,0.0,7.0,0.0,866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6698.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,Germ,P6S1,hemp,P6,MLG12
Soil_P2S3_c,0.0,0.0,89.0,2957.0,289.0,4.0,0.0,1080.0,0.0,117.0,65.0,0.0,0.0,0.0,28.0,0.0,0.0,57.0,277.0,0.0,0.0,10.0,0.0,0.0,4.0,105.0,4911.0,0.0,0.0,653.0,0.0,0.0,0.0,0.0,0.0,Soil,P2S3,oIlseed_rape,P2,MLG17
Seed_P7S3_c,0.0,0.0,0.0,0.0,59.0,0.0,0.0,1863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P7S3,hemp,P7,MLG14
Soil_P4S3_c,30.0,0.0,19.0,2686.0,296.0,6.0,0.0,680.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1727.0,0.0,0.0,18.0,35.0,0.0,0.0,249.0,7172.0,48.0,0.0,456.0,8.0,0.0,0.0,0.0,0.0,Soil,P4S3,tobacco,P4,MLG3
Soil_P7S2_b,0.0,0.0,20.0,2428.0,83.0,36.0,0.0,897.0,0.0,84.0,9.0,0.0,0.0,14.0,0.0,0.0,17.0,0.0,781.0,0.0,0.0,30.0,37.0,0.0,0.0,257.0,5896.0,0.0,0.0,693.0,9.0,0.0,0.0,0.0,0.0,Soil,P7S2,hemp,P7,MLG13
Germ_P2S2_Colza_c,0.0,0.0,0.0,0.0,24.0,19.0,0.0,1745.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6595.0,0.0,0.0,308.0,0.0,0.0,21.0,0.0,0.0,Germ,P2S2,oIlseed_rape,P2,MLG17
Seed_P4S2_a,0.0,0.0,0.0,0.0,327.0,0.0,0.0,2755.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P4S2,tobacco,P4,MLG2
Seed_P5S1_c,0.0,0.0,8.0,0.0,315.0,0.0,0.0,1580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P5S1,tobacco,P5,MLG8
Seed_P1S4_b,0.0,0.0,0.0,0.0,204.0,0.0,0.0,3213.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7900.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,Seed,P1S4,oIlseed_rape,P1,MLG17
Germ_P3S2_Tabac_a,0.0,0.0,0.0,0.0,35.0,96.0,0.0,2862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,188.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,6706.0,0.0,0.0,759.0,0.0,0.0,13.0,0.0,0.0,Germ,P3S2,tobacco,P3,MLG7
Germ_Control_b,0.0,0.0,0.0,490.0,555.0,0.0,0.0,626.0,0.0,0.0,384.0,71.0,0.0,0.0,0.0,0.0,0.0,1493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Germ,Control,NA,NA,NA
Soil_Mock_a,0.0,0.0,0.0,0.0,328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Soil,Mock,NA,NA,NA
Soil_P4S2_b,5.0,0.0,27.0,2376.0,295.0,0.0,0.0,851.0,0.0,170.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,16.0,1025.0,0.0,0.0,0.0,73.0,0.0,22.0,124.0,7328.0,91.0,0.0,348.0,0.0,0.0,0.0,0.0,0.0,Soil,P4S2,tobacco,P4,MLG2
Seed_P2S4_c,0.0,0.0,0.0,0.0,329.0,0.0,0.0,2452.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8176.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Seed,P2S4,oIlseed_rape,P2,MLG17
Seed_P5S1_a,0.0,0.0,0.0,0.0,324.0,0.0,0.0,1231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P5S1,tobacco,P5,MLG8
Soil_P2S2_a,12.0,0.0,67.0,2958.0,215.0,0.0,0.0,1751.0,0.0,61.0,17.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,414.0,0.0,0.0,40.0,42.0,0.0,0.0,180.0,4631.0,25.0,0.0,512.0,0.0,0.0,0.0,0.0,0.0,Soil,P2S2,oIlseed_rape,P2,MLG17
Soil_P5S2_a,6.0,0.0,0.0,1263.0,135.0,4.0,0.0,697.0,0.0,0.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,717.0,0.0,0.0,21.0,0.0,0.0,2.0,125.0,7289.0,37.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,Soil,P5S2,tobacco,P5,MLG9
Soil_P7S3_c,0.0,0.0,212.0,2622.0,207.0,50.0,0.0,945.0,0.0,111.0,10.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,692.0,0.0,0.0,145.0,81.0,0.0,0.0,304.0,5384.0,97.0,0.0,528.0,0.0,0.0,0.0,0.0,0.0,Soil,P7S3,hemp,P7,MLG14
Seed_P6S3_a,0.0,0.0,0.0,0.0,115.0,0.0,0.0,2155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6404.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,Seed,P6S3,hemp,P6,MLG10
Seed_P6S2_a,0.0,0.0,0.0,0.0,104.0,0.0,0.0,3168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6084.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P6S2,hemp,P6,MLG11
Seed_P5S2_a,0.0,0.0,0.0,0.0,339.0,0.0,0.0,496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P5S2,tobacco,P5,MLG9
Seed_P1S2_a,0.0,0.0,0.0,0.0,131.0,0.0,0.0,2293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6651.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,Seed,P1S2,oIlseed_rape,P1,MLG17
Soil_P3S3_b,10.0,0.0,32.0,3748.0,262.0,0.0,0.0,1306.0,0.0,32.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,33.0,611.0,0.0,0.0,18.0,82.0,0.0,0.0,117.0,3940.0,17.0,0.0,354.0,0.0,0.0,0.0,0.0,0.0,Soil,P3S3,tobacco,P3,MLG7
Seed_P4S2_c,0.0,0.0,2.0,0.0,372.0,0.0,0.0,3318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,Seed,P4S2,tobacco,P4,MLG2
Seed_Control_a,0.0,0.0,0.0,0.0,1028.0,0.0,0.0,4648.0,0.0,168.0,1083.0,0.0,0.0,0.0,0.0,0.0,0.0,4505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,Control,NA,NA,NA
Seed_P7S2_a,0.0,0.0,13.0,17.0,239.0,0.0,0.0,1841.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8302.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,Seed,P7S2,hemp,P7,MLG13
Soil_P4S4_a,0.0,0.0,9.0,1669.0,173.0,45.0,0.0,1118.0,0.0,60.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,21.0,867.0,0.0,0.0,92.0,0.0,0.0,8.0,243.0,6103.0,56.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,Soil,P4S4,tobacco,P4,MLG4
Germ_P2S2_ACN_c,0.0,0.0,0.0,0.0,54.0,22.0,0.0,1378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,8674.0,0.0,0.0,115.0,0.0,0.0,3.0,0.0,0.0,Germ,P2S2,oIlseed_rape,P2,MLG17
Seed_P2S3_b,0.0,0.0,0.0,5.0,224.0,0.0,0.0,2449.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P2S3,oIlseed_rape,P2,MLG17
Soil_P7S2_c,0.0,0.0,38.0,2268.0,317.0,51.0,9.0,745.0,0.0,22.0,2.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,632.0,0.0,0.0,140.0,34.0,0.0,0.0,288.0,6409.0,78.0,0.0,912.0,11.0,0.0,0.0,0.0,0.0,Soil,P7S2,hemp,P7,MLG13
Germ_P3S2_Colza_myro_a,0.0,0.0,0.0,0.0,26.0,10.0,0.0,1249.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,7835.0,0.0,0.0,315.0,0.0,0.0,7.0,0.0,0.0,Germ,P3S2,tobacco,P3,MLG7
Seed_Pram_120_b,0.0,0.0,0.0,0.0,158.0,0.0,0.0,740.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,Pram_120,oIlseed_rape,P0,NA
Germ_P4S1_Tabac_b,0.0,0.0,0.0,0.0,23.0,43.0,0.0,1372.0,0.0,5.0,4.0,0.0,4.0,0.0,0.0,15.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,6921.0,0.0,0.0,703.0,0.0,0.0,5.0,0.0,0.0,Germ,P4S1,tobacco,P4,MLG1
Germ_P3S2_Chanvre_c,0.0,0.0,0.0,0.0,16.0,13.0,0.0,1892.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6617.0,0.0,0.0,295.0,0.0,0.0,0.0,0.0,0.0,Germ,P3S2,tobacco,P3,MLG7
Germ_P4S1_ACN_c,0.0,0.0,0.0,0.0,42.0,39.0,0.0,2189.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8895.0,0.0,0.0,659.0,0.0,0.0,0.0,0.0,0.0,Germ,P4S1,tobacco,P4,MLG1
Seed_P5S2_c,0.0,0.0,0.0,12.0,224.0,0.0,0.0,774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P5S2,tobacco,P5,MLG9
Seed_Pram_120_a,0.0,0.0,0.0,0.0,119.0,0.0,0.0,616.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,Pram_120,oIlseed_rape,P0,NA
Seed_P7S1_c,0.0,0.0,0.0,0.0,145.0,0.0,0.0,2705.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P7S1,hemp,P7,MLG13
Germ_P2S2_Chanvre_a,0.0,0.0,0.0,0.0,31.0,43.0,0.0,2501.0,0.0,4.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,6746.0,0.0,0.0,241.0,0.0,0.0,23.0,0.0,0.0,Germ,P2S2,oIlseed_rape,P2,MLG17
Seed_P7S3_b,0.0,0.0,0.0,0.0,191.0,0.0,0.0,1984.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P7S3,hemp,P7,MLG14
Germ_P2S2_GR24_c,0.0,0.0,0.0,0.0,44.0,93.0,0.0,1443.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7444.0,0.0,0.0,196.0,0.0,0.0,3.0,0.0,0.0,Germ,P2S2,oIlseed_rape,P2,MLG17
Soil_P2S4_a,0.0,0.0,60.0,2158.0,297.0,10.0,0.0,1873.0,0.0,29.0,12.0,0.0,0.0,24.0,0.0,0.0,0.0,53.0,354.0,0.0,0.0,15.0,42.0,0.0,4.0,103.0,5268.0,11.0,0.0,734.0,0.0,0.0,8.0,0.0,0.0,Soil,P2S4,oIlseed_rape,P2,MLG17
Germ_P6S1_Colza_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1538.0,0.0,0.0,52.0,0.0,17.0,0.0,0.0,16.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7844.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,Germ,P6S1,hemp,P6,MLG12
Germ_P6S1_Colza_myro_c,0.0,0.0,0.0,0.0,0.0,43.0,0.0,2201.0,0.0,0.0,126.0,0.0,16.0,0.0,0.0,20.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8141.0,0.0,0.0,569.0,0.0,0.0,3.0,0.0,8.0,Germ,P6S1,hemp,P6,MLG12
Germ_P2S2_GR24_b,0.0,0.0,0.0,0.0,28.0,84.0,0.0,2048.0,12.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,6962.0,0.0,0.0,416.0,0.0,0.0,4.0,0.0,0.0,Germ,P2S2,oIlseed_rape,P2,MLG17
Seed_P1S2_c,0.0,0.0,0.0,0.0,235.0,0.0,3.0,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P1S2,oIlseed_rape,P1,MLG17
